url,profession,name,address,phone,description
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Bufete de Abogados,"Bella Vista, Maracaibo",0261 - 7230539,
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Bufete de Abogados Romero Márquez & Asociados,"Bella Vista, Maracaibo",0261 - 7923341,
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Coello Coello Abogados & Asociados,Maracaibo,0261 - 7929442,
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Desapacho de Abogados Castillo & Celimene,"Bella Vista, Maracaibo",0261 - 7923020,
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Despacho de Abogados García Rincón,"Bella Vista, Maracaibo",0261 - 7920802,
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Despacho de Abogados Ocando,"Bella Vista, Maracaibo",0261 - 7920426,
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Despacho de Abogados Urdaneta,"Bella Vista, Maracaibo",0261 - 7976605,
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Escritorio Jurídico Abogados Asociados,"Bella Vista, Maracaibo",0261 - 7923110,
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Escritorio Jurídico Leni & Villasmil Abogados Asociados,"Bella Vista, Maracaibo",0261 - 7933128,
https://guiavenezuela.com.ve/buscar.php?c=abogados+penalistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados penalistas,Estudio Jurídico Abogados Asesores,"Bella Vista, Maracaibo",0261 - 7926342,
https://guiavenezuela.com.ve/buscar.php?c=abogados+laborales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados laborales,Sisdelca-derecho laboral y mercantil,"A Urb. San Miguel Calle 96 Nº 64-103, Maracaibo",0426-3667227,", Redes, Diseño , diseño web,  derecho laboral y mercantil,  de solvencias"
https://guiavenezuela.com.ve/buscar.php?c=abogados+laborales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados laborales,Escritorio Jurídico BZC,"C Calle 71 entre 13 y 13A., Maracaibo",04146003388 / 04165032627,Asesoría jurídica. Civil-mercantil-laboral-penal
https://guiavenezuela.com.ve/buscar.php?c=abogados+laborales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados laborales,"Asesoria Juridica Paz Medrano-juicios laboral, civil, mercantil,","Maracaibo, Edo. Zulia, Maracaibo",02617420112- 04141660387- 04146475415- 04146602180,"Representacion Juridica en todas las materias.
Etica profesional, nos identificamos como gente honesta, responsable y dedicada al logro de resultados."
https://guiavenezuela.com.ve/buscar.php?c=abogados+laborales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados laborales,"Abogado laboralista - jorge bolivar-derecho laboral, outsourcing","Gs y asociados, despacho de abogados, urb... - Maracaibo",0414-6146304 - 0261-7427912-7420338,Asesor Legal Laboral de Empresas y Trabajadores.
https://guiavenezuela.com.ve/buscar.php?c=abogados+laborales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados laborales,Alta Gestion Asesores Integrales-asesorias laborales para,Maracaibo,0424-6402558 - 0426-2634035,Asesorias laborales para empresas.
https://guiavenezuela.com.ve/buscar.php?c=abogados+laborales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados laborales,Asesores corporativos de seguridad y salud laboral,"D SABANETA, Maracaibo",,Asesorías ssl
https://guiavenezuela.com.ve/buscar.php?c=abogados+civiles&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados civiles,"P&C Proyectos y Construcciones-arquitectura, construcciones","Maracaibo, Maracaibo",0261-7882954 / 0424-6631719,"Desarrollo de proyectos de arquitectura e ingeniería en todas las áreas, ingenierías Procura y construcción; todo lo concerniente con el ramo de la arquitectura ..."
https://guiavenezuela.com.ve/buscar.php?c=abogados+civiles&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados civiles,"Asesores Jurídicos  P&C-derecho penal, civil y mercantil","Urb. El Pilar, Maracaibo",04146003388,"Abogado especialista en Civil, Mercantil Y Penal."
https://guiavenezuela.com.ve/buscar.php?c=abogados+civiles&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados civiles,P & c  servicios-obras civiles,"C B/ indio mara calle 31 nº 30b-21, Maracaibo",0414- 660 72 10 / 0261 895 43 48 / 0414- 611 45 71,"P & c servicios es una empresa que ofrece sus servicios en la región zulia, reconocida por su responsabilidad y calidad en los trabajos realizados"
https://guiavenezuela.com.ve/buscar.php?c=abogados+civiles&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados civiles,"Corporacion, ped, C.A. (corpedca)-mantenimiento de obras civiles,","D Resid. Palaima Edificio 3 Torre 3, Av. Go... - Maracaibo",02617495138 / 04166616680,"Construccion general de Obras Civiles, Electricas y Mecanicas, Reparaciones y Mantenimiento en General."
https://guiavenezuela.com.ve/buscar.php?c=abogados+civiles&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados civiles,"Abogado audilio castañeda-derecho civil, penal y mercantil","Maracaibo Estado Zulia, Maracaibo",0414-6083749,"Abogado especializado en derecho civil, mercantil, penal y proteccion (lopnna)"
https://guiavenezuela.com.ve/buscar.php?c=abogados+comerciales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados comerciales,"Comercial costo, C.A-empacadora de alimentos y distribuidora de",Via el marite a 200mts de la curva local... - Maracaibo,0261-6170835-7551778,Empacadora de alimentos y distribuidora de viveres.
https://guiavenezuela.com.ve/buscar.php?c=abogados+comerciales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados comerciales,"Arq.Josefa nava-edificaciones viviendas, comerciales, hoteleras","B Cumbres de maracaibo, Maracaibo",04165039458,"Diseño,arquitectura y construccion"
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+familia&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de familia,El Palacio de Eventos de Venezuela Centro de Convenciones y,Maracaibo,0261 - 7350222,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+familia&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de familia,Instituto de Prevención Social del Personal Docente de,Maracaibo,0261 - 7413699,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+familia&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de familia,Mercado de Mayorista de Mercamapa Alímentos de Maracaibo,"B Las Delicias, Maracaibo",0261 - 7835345,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+familia&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de familia,Unión Nacional de Transportistas Distribuidores de Derivados de,"Las Delicias, Maracaibo",0261 - 7594636,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+familia&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de familia,Lubin Paz Despacho de Abogados,"5 de Julio, Maracaibo",0261 - 7972528,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+familia&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de familia,Paz y Cardozo Sociedad de Abogados,"La Estrella, Maracaibo",0261 - 7911492,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+familia&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de familia,Sociedad de Abogados Consultores,"Bella Vista, Maracaibo",0261 - 7923728,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+familia&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de familia,A/C Zulianisima de Transporte Pesado y Liviano de R/L,"Avenida 2 El Milagro Accoazul Pb 89a-2, Maracaibo",0265 - 6629091,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+familia&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de familia,"Zuliana de Equipos de Seguridad, C.A.",Avenida 9 entre Calles 76 y 77 Edificio C... - Maracaibo,0261 - 7977522,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+seguros&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de seguros,Centro de Inspección de Seguros Catatumbo,"Sta María, Maracaibo",0261 - 7174444,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+seguros&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de seguros,"Gestión Técnica Sociedad de Corretaje de Seguros, C.A.","Tierra Negra, Maracaibo",0261 - 7980806,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+seguros&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de seguros,"La Venezolana de Vida, C.A. De Seguros","Sn Martin, Maracaibo",0261 - 7922981,
https://guiavenezuela.com.ve/buscar.php?c=abogados+de+seguros&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,abogados de seguros,"Quorom Sociedad de Corretaje de Seguros, C.A.","Bella Vista, Maracaibo",0261 - 7232644,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Dr Fernando Castro Medico Psiquiatra,"A Sector Amparo, Calle 83 con Av 63, Centro... - Maracaibo",02617577942 / 04265643059 / 04265643206,Consulta de Psiquiatria y Psicoterapia
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Medical suppliet  the three C.A -material medico quirurguico,"B Av 13  entre  calle  72  y 73, Tierra Neg... - Maracaibo",0261 7981562,"Ventas  de  material  Medico Quirurguico y Nutricion Abbott Marcas  como  Medex, Jhonson y  Jhonson, Ross, Dexx"
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Insumos medicos,"C 84, Maracaibo",04142455103,Insumos medicos
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Centro médico docente paraíso,"Av universidad, Maracaibo",02617425166,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,"Suministro de Productos Quimicos y Mantenimientos General,CA","Avenida 2 C.C Marvi PB B-35, Maracaibo",0261 - 7422156,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Almacén General de Venezuela,"El Milagro, Maracaibo",0261 - 7233156,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Almacenadora General de Venezuela,"D Av 2, Milagro Norte Nro. 48-150, Maracaibo",0261 - 7428402,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,"Auto Repuestos General, C.A.","Las Delicias, Maracaibo",0261 - 7979132,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Ca Negociones Generales,Maracaibo,0261 - 7980138,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Cafetín General del Sur,Maracaibo,0261 - 7650679,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Distribuidora General San Francisco,"Sn Francisco, Maracaibo",0261 - 7615549,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,"Electrónica y Telefonía General, C.A.","Bella Vista, Maracaibo",0261 - 7985519,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Escuela Básica General Pedro Briceño Méndez,Maracaibo,0261 - 7551014,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,"General de Alimentos Nisa, C.A.","Zona Industrial, Maracaibo",0261 - 7360667,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,"General de Inspecciones, C.A.",Maracaibo,0261 - 7380170,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,"General Services, C.A.",Urb. Tierra Negra Av. 75 c/Av 13 qta 13-0... - Maracaibo,0261 - 7180039,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,"General Supply del Zulia, C.A.","Zona Industrial, Maracaibo",0261 - 7369067,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Liceo General Rafael Urdaneta,"El Manzanillo, Maracaibo",0261 - 7614951,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,Policía del Estado Zulia Comandancia General,"Las Delicias, Maracaibo",0261 - 7418322,
https://guiavenezuela.com.ve/buscar.php?c=medicos+generales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos generales,"Repuestos Auto General, C.A.","Las Delicias, Maracaibo",0261 - 7979132,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Médico Naturista La Bioenergía,D Avenida 9 entre Calles 77 y 78 C.C Indele... - Maracaibo,0261 - 8086225,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,"Srcub Uniformes Medicos, C.A.",Avenida 5 de julio calle 77 C.C acedo pla... - Maracaibo,0261 - 7591550,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,"Centro médico dr. José muñoz, C.A.",Av. La limpia calle 79 dr. José muñoz pb... - Maracaibo,0261 - 7563006,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,"Centro Médico Vargas, C.A.","Calle 65 # 69-127 Unico, Maracaibo",0261 - 7781334,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Casa del médico,Maracaibo,0261 - 7523238,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Clini. Medico Asesores,"Av la limpia, urb limpia C.C. Galeria pb... - Maracaibo",0261 - 7180339,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro de Diagnóstico Médico-Ecográfico La Chinita,"Centro, Maracaibo",0261 - 7225053,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Médico Abba,"El Marite, Maracaibo",0261 - 7550672,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Medico Adaptogeno,"Av. 4 entre calle 68 y 69 CMA PB, Maracaibo",0261 - 7981349,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Médico Casa Salud,"Cl.95 Sec. Raúl Leoni, Maracaibo",0261 - 7883282,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Médico de Ojos,"Sta Rita, Maracaibo",0261 - 7974375,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Médico del Norte,"Plaza de Toros, Maracaibo",0261 - 7579494,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Medico Ecografico Santa Ana,"Sn Francisco, Maracaibo",0261 - 7613001,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Médico Estética,"Belloso, Maracaibo",0261 - 7229729,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Médico Estético Integral Lilian,"Tierra Negra, Maracaibo",0261 - 7989356,
https://guiavenezuela.com.ve/buscar.php?c=medicos+pediatras&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos pediatras,Centro Médico de Clínicas Estéticas,"Tierra Negra, Maracaibo",0261 - 7983066,
https://guiavenezuela.com.ve/buscar.php?c=medicos+ortopedistas&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,medicos ortopedistas,Odontologia alexandra joaquinez ortopedista maxilar,"B Av universidad, Maracaibo",04146400448,Odontologia ! Ortodoncia y ortopedista maxilar! Blanqueamientos rapidos
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,Ingenieros consultores esval.C.A (esvalca),"B Maracaibo, Zona Insdustrial calle 113, Maracaibo",02617352049,"LicitaciÓn para concursos de obras de construccion e insdustriales 
Proyectos web 
Redes de computadoras
Sistemas de informaciÓn
IngenierÍa industrial
Planificacion ..."
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,Ingenieros consultores y suministros C.A.,"E Urb. Coromoto calle 165 # 41a - 125, Maracaibo",0261-7147109 / 04161133298,"Consultoria en ingenieria, musica y suministros"
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,Desarrollos Estructurales,"Cl.75 entre Av. 3 Y y 4, Maracaibo",0261 - 7926998,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,"Ingenieros Constructores de Occidente, C.A.",Calle 77 con avenida 3d nº 3d-71 qta. Ico... - Maracaibo,0261 - 7924245,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,"BPC Ingenieros Consultores, C.A.","La Lago, Maracaibo",0261 - 7927849,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,CA Ingenieros Consultores Asociados (Cosa),Maracaibo,0261 - 7973606,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,Colegio de Ingenieros de Estado Zulia Fundación Adolfo Ernesto,"La Virginia, Maracaibo",0261 - 7929313,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,"Consultores Ingenieros de Draga E Hidrografía, C.A. Cidhca",Maracaibo,0261 - 7987472,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,Cosa Ingenieros Consultores,Maracaibo,0261 - 7972042,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,"Ici Ingenieros Consultores Integrales, C.A.","La Limpia, Maracaibo",0261 - 7532859,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,"Ingenieros Consultores y Asociados, C.A. (Iconsa)","C Acosta, Maracaibo",0261 - 7928482,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,Losa Ingenieros Consultores,Maracaibo,0261 - 7973544,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+estructurales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles estructurales,"Obrinlago Ingenieros del Lago, C.A.",Maracaibo,0261 - 7921261,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+hidraulicos&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles hidraulicos,Servicios hidráulicos de Venezuela C.A.,F Avenida 60 N° 113A-30 sector los Robles m... - Maracaibo,04146217662 / 02617350187,Lider en limpiza y desinfeccion de tanque para almacenamiento de agua potable
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+hidraulicos&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles hidraulicos,"SERVICIOS OLEO HIDRAULICOS, C.A.","G MARACIBO, Maracaibo",04146392388,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+hidraulicos&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles hidraulicos,"Servicios Hidraulicos Santa Rita, C.A.","Avenida 8 Santa Rita San Pablo Pb 2, Maracaibo",0261 - 7436618,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+civiles+hidraulicos&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros civiles hidraulicos,Sistemas Hidraúlico Pardo,Maracaibo,0261 - 7341055,
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+electricos+industriales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros electricos industriales,Inprocome C.A.-construccion petrolera e industrial,"Calle 67B Nro. 11-91, entre Av 11 y 12, M... - Maracaibo",02617970417 / 02617977185,"Contratista de Obras Civiles, Mecanicas, Electricas e Indusriales.
Asesoria Y alquiler de gruas para izamiento y montaje.
Movimiento de tierra y asfaltado"
https://guiavenezuela.com.ve/buscar.php?c=ingenieros+electricos+industriales&localidad_busca=Maracaibo%2C+Zulia&idLocalidad_busca=366&submit=,ingenieros electricos industriales,Inversiones Suuply Moor-materiales Industriales,"Av principal ciudad lozzada calle 45, Maracaibo",0414-0645367,"Versiones  Supply Moor, C.A., es una  empresa creada con el propósito de satisfacer las exigencias del mercado en la  distribución de materiales Industriales. ..."
